unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGPH_FR_LFSB,Edinburgh,Bâle/Mulhouse,"[""UK_EGPH_FR_LFSB""]",92061,84779,80861,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_BM_TXKF,London,Hamilton,"[""UK_EGKK_BM_TXKF""]",91991,92674,90418,94099,89037,92823,97787,102712,100207,99037,97488,82070,77836,76909,82072,75853,81577,78510,78582,,,,,
PAS,PAS_CRD,UK_EGCC_IE_EICK,Manchester,Cork,"[""UK_EGCC_IE_EICK""]",91540,80455,85709,75865,79023,,78560,106377,112242,83208,75969,112670,130232,120294,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_IS_BIKF,Glasgow,Reykjavík,"[""UK_EGPF_IS_BIKF""]",91457,,,,,,,,,,,,,,,87157,93143,86425,79343,62613,37748,,,20952
PAS,PAS_CRD,UK_EGAA_ES_GCTS,Belfast,Tenerife Island,"[""UK_EGAA_ES_GCTS""]",90525,75226,78903,71339,74201,77678,85595,57196,93725,,76969,77408,73564,72624,65867,76377,76709,78209,67303,57458,63990,59729,55926,48613
PAS,PAS_CRD,UK_EGGP_FR_LFMN,Liverpool,Nice,"[""UK_EGGP_FR_LFMN""]",90352,86440,88757,86512,87230,79442,81279,137528,138974,143281,133910,135886,140555,140135,136093,103769,97058,88109,70651,,,,,
PAS,PAS_CRD,UK_EGHI_FR_LFPO,Southampton,Paris,"[""UK_EGHI_FR_LFPG"" ""UK_EGHI_FR_LFPO""]",90350,70032,77495,77261,77322,74831,79281,87672,112309,100552,73994,65289,61421,57161,57288,59190,51852,41437,46723,41623,30124,24245,22351,
PAS,PAS_CRD,UK_EGNM_ES_LEBL,Leeds,Barcelona,"[""UK_EGNM_ES_LEBL""]",90025,76461,78222,101488,90317,93223,53087,59408,68703,100921,78416,82406,73278,54839,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_MA_GMMN,London,Casablanca,"[""UK_EGLL_MA_GMMN""]",89851,96311,91724,96464,135517,100483,,,,,,81929,89406,84015,90314,93257,,,,89845,75330,,81430,
PAS,PAS_CRD,UK_EGKK_IT_LIEO,London,Olbia,"[""UK_EGKK_IT_LIEO""]",89791,78789,75264,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_IN_VIDP,Birmingham,New Delhi,"[""UK_EGBB_IN_VIDP""]",89747,130422,78932,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LEAM,Manchester,Almería,"[""UK_EGCC_ES_LEAM""]",89533,,,,,,,,82521,88329,91382,84531,,,,,,,,,,83676,78231,
PAS,PAS_CRD,UK_EGKK_BG_LBWN,London,Varna,"[""UK_EGGW_BG_LBWN"" ""UK_EGKK_BG_LBWN""]",89105,75005,,,,,,,,89719,84566,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_PL_EPKK,Manchester,Kraków,"[""UK_EGCC_PL_EPKK""]",88965,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEBL,Nottingham,Barcelona,"[""UK_EGNX_ES_LEBL""]",88714,80915,70647,70326,95049,,,96251,82532,,,,61123,156248,66356,,,,,,,,,
PAS,PAS_CRD,UK_EGPM_UK_EGPD,Shetland Islands,Edinburgh,"[""UK_EGPM_UK_EGPD""]",88711,139083,151028,161045,164747,153120,147696,143032,128556,133844,135062,128750,123531,124186,131340,133867,128857,50972,56930,,,,,
PAS,PAS_CRD,UK_EGLL_RS_LYBE,London,Belgrade,"[""UK_EGLL_RS_LYBE""]",88509,84536,84066,80800,85381,80087,113361,126055,131818,125847,119360,108453,109063,92265,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGGD,Inverness,Bristol,"[""UK_EGPE_UK_EGGD""]",87905,82218,77550,81208,78000,75668,68904,73420,73780,81944,82645,40594,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_UK_EGPE,Bristol,Inverness,"[""UK_EGGD_UK_EGPE""]",87834,82386,77594,81231,78072,75416,,,,82123,82487,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIRN,Manchester,Nápoli,"[""UK_EGCC_IT_LIRN""]",87453,80052,,,,,,,,,,98108,,,,75361,77943,,,,,81131,,
PAS,PAS_CRD,UK_EGNX_ES_LELC,Nottingham,San Javier,"[""UK_EGNX_ES_LELC""]",87386,92507,90707,90223,79174,86458,85854,107796,117567,123933,121242,96937,67872,50216,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LERS,Manchester,Reus,"[""UK_EGCC_ES_LERS""]",87210,,91068,86351,87178,,77282,,,77264,93447,98460,113888,113491,111683,122203,121263,109314,135605,101978,97247,151781,120519,
PAS,PAS_CRD,UK_EGPK_ES_LEBL,Glasgow,Barcelona,"[""UK_EGPF_ES_LEBL"" ""UK_EGPK_ES_LEBL""]",86956,76770,86063,87214,78590,,,,,90506,84935,,75486,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_SA_OEJN,Manchester,Jeddah,"[""UK_EGCC_SA_OEJN""]",86930,77594,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGAV,Manchester,EL_LGAV,"[""UK_EGCC_EL_LGAV""]",86699,82860,85107,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_RU_ULLI,London,St. Petersburg,"[""UK_EGLL_RU_ULLI""]",86566,79823,86803,89437,84552,77057,75553,79060,85197,87793,86912,89100,77398,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_SE_ESSA,Edinburgh,Stockholm,"[""UK_EGPH_SE_ESSA""]",86395,83605,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_TT_TTPP,London,Port of Spain,"[""UK_EGKK_TT_TTPP"" ""UK_EGLL_TT_TTPP""]",86121,178170,154409,164873,159535,96381,,,,,118652,135061,142962,113996,90044,112700,122429,104730,104214,108429,104800,111470,120304,132274
PAS,PAS_CRD,UK_EGCC_MA_GMMX,Manchester,Marrakech,"[""UK_EGCC_MA_GMMX""]",86114,83456,76545,78144,76663,,75820,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEZG,London,Zaragoza,"[""UK_EGSS_ES_LEZG""]",86109,85576,79928,,75469,,,,75442,79856,99588,100469,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_NO_ENGM,Edinburgh,Oslo,"[""UK_EGPH_NO_ENGM""]",85908,81786,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_TR_LTBS,Glasgow,Dalaman,"[""UK_EGPF_TR_LTBS""]",85774,131455,125193,127962,125045,149434,151597,118710,120184,109662,99595,96856,,,,,,,79027,75111,52970,70169,,24328
PAS,PAS_CRD,UK_EGBB_PK_OPRN,Birmingham,Islamabad,"[""UK_EGBB_PK_OPRN""]",85642,,82437,97365,97043,102156,106213,99493,94561,80907,78290,76254,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_MA_GMAD,London,Agadir,"[""UK_EGKK_MA_GMAD""]",85451,84769,83378,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCLP,Bristol,Gran Canaria,"[""UK_EGGD_ES_GCLP""]",85382,,75611,,,,,,,,,,57919,56144,50116,54553,65104,62367,65154,57690,48241,41838,38965,22384
PAS,PAS_CRD,UK_EGLL_JM_MKJP,London,Kingston,"[""UK_EGKK_JM_MKJP"" ""UK_EGLL_JM_MKJP""]",84898,86131,86327,75254,92384,119212,129118,145308,148295,185534,136360,236808,247474,191332,183863,97508,105298,76056,,,,,,78298
PAS,PAS_CRD,UK_EGPH_IT_LIPZ,Edinburgh,Venice,"[""UK_EGPH_IT_LIPZ""]",84797,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_AL_LATI,London,Tirana,"[""UK_EGKK_AL_LATI""]",84527,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIBP,London,Pescara,"[""UK_EGSS_IT_LIBP""]",84479,101336,98613,85677,79627,79726,76705,,88839,82149,85921,94460,100081,88816,101968,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGKO,Manchester,EL_LGKO,"[""UK_EGCC_EL_LGKO""]",84248,105846,91610,80130,,81704,91388,93026,102768,92372,106364,113311,122035,150565,150059,153662,144024,113840,91636,85227,88006,111695,136718,124622
PAS,PAS_CRD,UK_EGSS_IT_LIEE,London,Cagliari,"[""UK_EGSS_IT_LIEE""]",83790,79302,76099,76734,79055,78621,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_LEMG,Bournemouth,Málaga,"[""UK_EGHH_ES_LEMG""]",83746,66509,52094,49997,48801,45149,74638,81143,112638,79589,86761,71644,,,18713,20113,17652,21067,,,,,,
PAS,PAS_CRD,UK_EGGD_FR_LFMN,Bristol,Nice,"[""UK_EGGD_FR_LFMN""]",83626,,,,,,,84261,94183,105625,81021,77920,82552,80397,71229,40287,,,,,,,,
PAS,PAS_CRD,UK_EGLL_ZA_FAJS,London,Johannesburg,"[""UK_EGLL_ZA_FAJS""]",83542,938503,939725,915238,862348,840184,886148,920689,944416,1003265,997694,994900,1029122,1007881,1008926,981883,928205,856323,740796,651725,522541,505088,400503,374450
PAS,PAS_CRD,UK_EGCC_IE_EINN,Manchester,Shannon,"[""UK_EGCC_IE_EINN""]",83490,104060,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_PL_EPWR,Nottingham,Wrocław,"[""UK_EGNX_PL_EPWR""]",83116,81458,77474,76351,61364,65847,65398,60903,,,59952,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_IT_LIRF,Birmingham,Rome,"[""UK_EGBB_IT_LIRF""]",82953,,78602,82624,81801,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_IE_EIKN,Liverpool,Charleston,"[""UK_EGGP_IE_EIKN""]",82827,82429,86359,85653,82963,,,62612,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_LEMG,Cardiff,Málaga,"[""UK_EGFF_ES_LEMG""]",82740,68076,66424,58893,,64198,79315,115664,139274,151098,147388,119033,134947,135439,82621,78106,99290,57051,61340,50187,49997,56513,46367,25175
PAS,PAS_CRD,UK_EGGD_DE_EDDB,Bristol,Berlin,"[""UK_EGGD_DE_EDDB""]",82579,83224,,76612,77357,77882,87232,82800,85838,91424,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_ES_GCRR,Edinburgh,Lanzarote Island,"[""UK_EGPH_ES_GCRR""]",82503,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_BE_EBCI,Edinburgh,Brussels,"[""UK_EGPH_BE_EBCI""]",82129,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGMC_ES_LEMG,Southend,Málaga,"[""UK_EGMC_ES_LEMG""]",81578,81770,83943,80800,59175,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PL_EPGD,Doncaster,Gdańsk,"[""UK_EGCN_PL_EPGD""]",81458,76029,64263,50017,48475,50567,46336,47553,54780,28577,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAE_UK_EGGP,Derry,Liverpool,"[""UK_EGAE_UK_EGGP""]",81412,76257,81089,90756,93796,85768,71703,69103,79122,81579,69291,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_FR_LFPG,Liverpool,Paris,"[""UK_EGGP_FR_LFPG""]",81396,88969,89484,91522,95483,100735,103822,166993,179494,179846,173295,177644,237004,257058,131159,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGKF,Manchester,EL_LGKF,"[""UK_EGCC_EL_LGKF""]",81090,84315,,,,,,,,,82810,78253,84963,86470,87009,78486,75669,,,,,,,
PAS,PAS_CRD,UK_EGAE_UK_EGPK,Derry,Glasgow,"[""UK_EGAE_UK_EGPF"" ""UK_EGAE_UK_EGPK""]",80712,75986,51952,69177,72635,70632,55049,51372,64051,58361,15858,,,15459,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_UK_EGAE,Glasgow,Derry,"[""UK_EGPF_UK_EGAE"" ""UK_EGPK_UK_EGAE""]",80699,75622,52092,69539,72970,70971,55540,52346,64806,58434,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EL_LGMK,London,EL_LGMK,"[""UK_EGKK_EL_LGMK""]",80598,75402,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEXJ,London,Santander,"[""UK_EGSS_ES_LEXJ""]",80455,99533,97674,93444,90532,94125,90784,97469,104728,89607,95810,104168,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_CY_LCPH,Birmingham,Paphos,"[""UK_EGBB_CY_LCPH""]",80264,78165,,,93794,89741,81193,78255,98700,114667,124962,127932,112181,115663,110714,114467,92440,76700,78248,50476,43743,66312,60937,45645
PAS,PAS_CRD,UK_EGBB_DE_EDDS,Birmingham,Stuttgart,"[""UK_EGBB_DE_EDDS""]",80254,,,,,,,,,,,,,,,,,,,49883,41955,,,22191
PAS,PAS_CRD,UK_EGSS_ES_LEAS,London,Ranón,"[""UK_EGSS_ES_LEAS""]",80141,84925,83465,82945,80470,82931,79874,77231,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_UK_EGAE,Liverpool,Derry,"[""UK_EGGP_UK_EGAE""]",80079,76135,81023,89557,92796,85090,,68372,79817,80141,69503,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_LEIB,Leeds,Ibiza,"[""UK_EGNM_ES_LEIB""]",80076,75587,80533,75097,63722,60769,61323,54429,50254,43708,46399,,39928,35985,29741,25947,25903,25717,28259,28389,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIBR,London,Brindisi,"[""UK_EGSS_IT_LIBR""]",79836,76145,,,,,,,,,,90500,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EG_HEGN,Manchester,Hurghada,"[""UK_EGCC_EG_HEGN""]",79768,124667,103851,97540,86766,75986,91601,79075,75555,,78234,197568,110027,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_ES_LEAL,Doncaster,Alicante,"[""UK_EGCN_ES_LEAL""]",79512,38538,38097,38367,38077,62868,68373,101444,112308,82528,82513,64212,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LEIB,Newcastle,Ibiza,"[""UK_EGNT_ES_LEIB""]",79462,75704,75932,76618,67669,72019,54761,72765,,,76094,,70207,73023,70837,74647,70974,72045,82443,64019,57769,70038,59764,42307
PAS,PAS_CRD,UK_EGSS_ES_LEST,London,Santiago de Compostela,"[""UK_EGLL_ES_LEST"" ""UK_EGSS_ES_LEST""]",79422,,,,,,,,89799,96190,109326,158715,,79305,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFTW,London,Nîmes/Garons,"[""UK_EGGW_FR_LFTW"" ""UK_EGSS_FR_LFTW""]",79295,78292,78879,80061,80244,82523,86055,84651,90268,92983,99499,96199,147025,101516,154083,156458,,,,,,,,
PAS,PAS_CRD,UK_EGGW_RO_LRCV,London,Craiova,"[""UK_EGGW_RO_LRCV""]",79203,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_BG_LBBG,London,Burgas,"[""UK_EGGW_BG_LBBG""]",79131,81774,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_US_KEWR,Belfast,Newark,"[""UK_EGAA_US_KEWR""]",79042,69258,82958,85146,83607,87763,92212,99794,99714,103628,102365,56756,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_IE_EICK,Liverpool,Cork,"[""UK_EGGP_IE_EICK""]",78935,77811,79296,74557,68289,104254,96530,89485,85752,90433,77941,66560,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGFF_ES_GCTS,Cardiff,Tenerife Island,"[""UK_EGFF_ES_GCTS""]",78769,61076,49964,47753,51035,56333,59089,61360,63698,71879,80748,67378,76008,87898,81030,93949,111817,114873,95735,85012,85759,94741,90914,57971
PAS,PAS_CRD,UK_EGBB_US_KEWR,Birmingham,Newark,"[""UK_EGBB_US_KEWR""]",78469,88573,94510,97747,92794,96821,100355,100254,106324,111837,121227,172587,156093,107812,101164,97318,108999,122468,115006,47287,,,,
PAS,PAS_CRD,UK_EGLL_IR_OIII,London,Tehran,"[""UK_EGLL_IR_OIIE"" ""UK_EGLL_IR_OIII""]",78027,,,,86591,129521,144190,160223,168491,139105,150949,158557,150617,127121,116592,108507,125791,125339,106425,83963,,77179,81098,95728
PAS,PAS_CRD,UK_EGNT_TR_LTBS,Newcastle,Dalaman,"[""UK_EGNT_TR_LTBS""]",78001,126517,134236,137281,112552,121285,150778,102195,85958,95020,83979,89535,72640,54613,46832,47484,51672,44154,62111,68100,60636,70003,37426,
PAS,PAS_CRD,UK_EGSS_FR_LFRD,London,Dinard/Pleurtuit/Saint-Malo,"[""UK_EGGW_FR_LFRD"" ""UK_EGSS_FR_LFRD""]",77861,86654,77940,75751,76159,75631,,79248,92321,104686,114280,169248,94900,89204,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CA_CYHZ,London,Halifax,"[""UK_EGLL_CA_CYHZ""]",77811,84120,86320,91980,91922,92645,94521,98151,108155,116762,116077,116290,113116,85336,79170,86909,100229,87969,87452,84588,84491,76709,,
PAS,PAS_CRD,UK_EGGW_RO_LRBC,London,Bacău,"[""UK_EGGW_RO_LRBC""]",77591,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BN_WBSB,London,Bandar Seri Begawan,"[""UK_EGLL_BN_WBSB""]",77577,85594,93026,100743,104449,123606,150186,112262,107058,103632,114346,111818,101663,75827,,,92929,106020,84107,103513,,,,
PAS,PAS_CRD,UK_EGCC_BG_LBBG,Manchester,Burgas,"[""UK_EGCC_BG_LBBG""]",77221,,,,,,,,,78303,,82813,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_DZ_DAAG,London,Algiers,"[""UK_EGLL_DZ_DAAG""]",76807,,,,,116151,99842,97586,84895,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPK_ES_LERS,Glasgow,Reus,"[""UK_EGPF_ES_LERS"" ""UK_EGPK_ES_LERS""]",76642,,,,,25748,25472,26799,27773,38487,38746,,,,,,,,,51018,44430,42555,,
PAS,PAS_CRD,UK_EGAC_FR_LFPG,Belfast,Paris,"[""UK_EGAA_FR_LFPG"" ""UK_EGAC_FR_LFPG""]",76374,78309,80015,80119,103027,109700,90451,144347,128590,92582,90505,89283,48031,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KSJC,London,San Jose,"[""UK_EGLL_US_KSJC""]",76302,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_US_KORD,Manchester,Chicago,"[""UK_EGCC_US_KORD""]",76214,82397,106852,114244,112169,98779,102667,125561,255025,268894,269956,283552,276808,265665,249579,169498,130909,123629,129264,128239,126070,172023,155451,141466
PAS,PAS_CRD,UK_EGGP_ES_GCRR,Liverpool,Lanzarote Island,"[""UK_EGGP_ES_GCRR""]",76007,71542,72129,69712,70118,80576,75672,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEMH,Nottingham,Menorca Island,"[""UK_EGNX_ES_LEMH""]",75996,79100,73387,70367,60725,55504,52559,58793,,,70747,69900,79649,71759,79108,80310,71732,68098,69248,57058,44702,65668,61475,43208
PAS,PAS_CRD,UK_EGCN_PL_EPPO,Doncaster,Poznań,"[""UK_EGCN_PL_EPPO""]",75906,54101,43612,40506,37675,39864,41245,42217,30809,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPD_UK_EGPM,Edinburgh,Shetland Islands,"[""UK_EGPD_UK_EGPM""]",75099,142946,160202,165443,168073,154077,151270,145052,130769,136972,138439,129898,126486,126138,139370,133777,132568,49584,58469,,,,,
PAS,PAS_CRD,UK_EGSS_EE_EETN,London,Tallinn,"[""UK_EGKK_EE_EETN"" ""UK_EGSS_EE_EETN""]",75076,,,,,79250,84356,75191,93077,178277,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_PK_OPLA,London,Lahore,"[""UK_EGLL_PK_OPLA""]",75075,95362,86492,88740,87508,98496,93546,89193,96782,85202,94212,97998,90765,103723,83266,90210,,,,,,,,
PAS,PAS_CRD,UK_EGPM_UK_EG40,Shetland Islands,UK_EG40,"[""UK_EGPM_UK_EG40""]",73276,114434,128828,137202,139617,135077,131720,126705,114339,119002,120017,110367,105147,105337,114877,114078,,40952,45876,,,,,
PAS,PAS_CRD,UK_EGGP_PL_EPWA,Liverpool,Warsaw,"[""UK_EGGP_PL_EPMO"" ""UK_EGGP_PL_EPWA""]",71247,75211,61504,63158,,,,55033,,77405,65180,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_DE_EDDB,Liverpool,Berlin,"[""UK_EGGP_DE_EDDB""]",70562,75544,75774,93795,92033,119948,94819,96086,96647,89095,66431,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPE_UK_EGCC,Inverness,Manchester,"[""UK_EGPE_UK_EGCC""]",68244,84822,70429,55790,50998,49188,46317,50380,42806,,20772,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_CH_LSGG,Newcastle,Geneva,"[""UK_EGNT_CH_LSGG""]",68226,61175,,,,,,,,,,82673,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSH_UK_EGPH,Norwich,Edinburgh,"[""UK_EGSH_UK_EGPD"" ""UK_EGSH_UK_EGPH""]",68169,79134,86146,86790,102185,106313,105779,110989,123820,122175,132116,109790,78852,80109,74721,80165,71376,46188,45154,,,,,
PAS,PAS_CRD,UK_EGNX_IE_EIKN,Nottingham,Charleston,"[""UK_EGNX_IE_EIKN""]",68165,70881,55766,57278,54343,43453,43852,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_CY_LCPH,Nottingham,Paphos,"[""UK_EGNX_CY_LCPH""]",67560,68433,66003,66978,62170,67106,58089,43701,,,92012,87575,82062,74681,65993,57140,46154,53888,38272,30045,36150,23427,21516,27720
PAS,PAS_CRD,UK_EGNM_PL_EPGD,Leeds,Gdańsk,"[""UK_EGNM_PL_EPGD""]",67298,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHQ_UK_EGCC,Newquay,Manchester,"[""UK_EGHQ_UK_EGCC""]",66994,54732,44817,33018,31106,38897,37600,46307,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPB_UK_EG40,Lerwick,UK_EG40,"[""UK_EGPB_UK_EG40""]",65448,25887,15378,,,,,,,,,,,,,,,67126,79594,,,,,
PAS,PAS_CRD,UK_EGCN_ES_LEPA,Doncaster,Palma De Mallorca,"[""UK_EGCN_ES_LEPA""]",65330,56614,62146,55695,47194,60802,73605,45255,49319,64014,49296,50882,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHH_ES_LEAL,Bournemouth,Alicante,"[""UK_EGHH_ES_LEAL""]",64732,59211,54833,47173,49386,75240,56801,59396,71833,75361,70693,,,,20311,21484,22428,21934,22566,21149,18599,10557,,
PAS,PAS_CRD,UK_EGPO_UK_EGPF,Stornoway,Glasgow,"[""UK_EGPO_UK_EGPF""]",64281,61831,61405,56983,50597,54823,50969,53187,57963,53204,49410,45561,41926,45785,47198,47567,48980,52087,58944,,,,,
PAS,PAS_CRD,UK_EGNT_ES_GCLP,Newcastle,Gran Canaria,"[""UK_EGNT_ES_GCLP""]",62178,,48588,51208,51779,52953,54366,42315,,,,,66211,65931,65473,71948,75269,73292,76474,62809,56230,62974,64191,38064
PAS,PAS_CRD,UK_EGNX_EL_LGKR,Nottingham,EL_LGKR,"[""UK_EGNX_EL_LGKR""]",60583,49732,56863,48355,47887,,,,,,51617,46771,53121,56179,50785,54691,62371,41445,,,,47727,44577,62879
PAS,PAS_CRD,UK_EGNM_ES_GCFV,Leeds,Fuerteventura Island,"[""UK_EGNM_ES_GCFV""]",60564,56140,52219,,,40112,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_LERS,Newcastle,Reus,"[""UK_EGNT_ES_LERS""]",60539,40588,,,,,,,,,,,44311,,,,,,,,,26764,,
PAS,PAS_CRD,UK_EGNM_PL_EPKK,Leeds,Kraków,"[""UK_EGNM_PL_EPKK""]",58471,54996,49460,63322,60934,50787,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_LV_EVRA,Nottingham,Riga,"[""UK_EGNX_LV_EVRA""]",58333,59526,54224,50757,49997,50646,50831,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_PL_EPWR,Liverpool,Wrocław,"[""UK_EGGP_PL_EPWR""]",57837,57519,51109,49879,48009,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_PL_EPGD,Liverpool,Gdańsk,"[""UK_EGGP_PL_EPGD""]",57530,52761,40962,,41902,,,62053,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_PL_EPWA,Doncaster,Warsaw,"[""UK_EGCN_PL_EPWA""]",57298,44145,36983,29961,,30396,35561,40986,29126,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCN_ES_LEMG,Doncaster,Málaga,"[""UK_EGCN_ES_LEMG""]",57160,38495,32411,31911,32127,32582,31826,63764,82231,89281,82777,60851,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_IT_LIPH,Nottingham,Treviso,"[""UK_EGNX_IT_LIPH""]",57150,55556,47328,46901,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_ES_GCFV,Liverpool,Fuerteventura Island,"[""UK_EGGP_ES_GCFV""]",56917,56535,55283,49997,65466,78006,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_PL_EPKK,Nottingham,Kraków,"[""UK_EGNX_PL_EPKK""]",56202,46814,43157,51421,46454,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLC_BE_EBAW,London,Antwerp,"[""UK_EGLC_BE_EBAW""]",54885,58368,56272,70901,72008,79034,74225,71149,79830,87102,83489,83352,84126,80204,76326,81632,83802,79144,78603,66415,58201,58236,48198,22954
PAS,PAS_CRD,UK_EGHH_PT_LPFR,Bournemouth,Faro,"[""UK_EGHH_PT_LPFR""]",54568,33724,33188,31338,30561,32188,25656,37395,44188,57312,62768,53797,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_PL_EPRZ,Nottingham,Rzeszów,"[""UK_EGNX_PL_EPRZ""]",54402,55202,48858,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_EL_LGRP,Nottingham,EL_LGRP,"[""UK_EGNX_EL_LGRP""]",54124,56006,55355,48426,49993,,,,,,,,,,40944,48380,50091,28337,20579,,,32600,39598,31284
PAS,PAS_CRD,UK_EGFF_FR_LFPO,Cardiff,Paris,"[""UK_EGFF_FR_LFPG"" ""UK_EGFF_FR_LFPO""]",54056,30394,20684,29991,30030,32176,34308,40072,49201,37784,,50114,73298,76928,42646,42480,37697,34810,28884,28349,24675,21304,22657,18891
