unit,tra_meas,airp_pr,from,to,codes,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD,UK_EGHQ_UK_EGSS,Newquay,London,"[""UK_EGHQ_UK_EGKK"" ""UK_EGHQ_UK_EGSS""]",170594,115060,103170,91725,95036,96462,129162,166294,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LIMJ,London,Genova,"[""UK_EGKK_IT_LIMJ"" ""UK_EGSS_IT_LIMJ""]",170202,177344,175078,160324,164118,84494,80377,,,79803,101112,117486,148418,145150,149793,154072,209204,97695,104233,99748,90440,89653,85630,75865
PAS,PAS_CRD,UK_EGPF_DE_EDDB,Glasgow,Berlin,"[""UK_EGPF_DE_EDDB""]",168558,88061,,,84909,77589,77745,75071,91064,92224,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LEMD,Manchester,Madrid,"[""UK_EGCC_ES_LEMD""]",167495,109098,76502,,128756,,,,,,,91837,105795,84641,,,,,108169,87633,123010,75517,81582,84466
PAS,PAS_CRD,UK_EGLL_IN_VOBL,London,Bangalore,"[""UK_EGLL_IN_VOBG"" ""UK_EGLL_IN_VOBL""]",167169,171970,180234,180699,176030,165440,157140,238601,148841,159322,128143,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_ES_GCLP,Birmingham,Gran Canaria,"[""UK_EGBB_ES_GCLP""]",166937,119137,91589,99658,105701,105930,95940,,,95410,112157,115391,149431,149805,152065,157220,144839,134953,110544,102502,97509,104476,100388,70157
PAS,PAS_CRD,UK_EGGD_UK_EGNT,Bristol,Newcastle,"[""UK_EGGD_UK_EGNT""]",164445,169231,174278,175581,171460,168095,165823,186593,201837,245251,246006,252786,241906,111572,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGJJ,Southampton,Saint Helier,"[""UK_EGHI_UK_EGJJ""]",163214,162519,172505,162040,148050,153054,156028,154597,137659,141703,150049,156705,157035,174871,138827,153229,159529,155056,157562,,,,,
PAS,PAS_CRD,UK_EGAC_NL_EHAM,Belfast,Amsterdam,"[""UK_EGAA_NL_EHAM"" ""UK_EGAC_NL_EHAM""]",163166,102244,97381,104575,116551,99035,90043,91049,138669,95185,89443,88096,86680,108795,163575,112062,,111700,122116,63331,31565,30537,39256,42664
PAS,PAS_CRD,UK_EGNT_UK_EGGD,Newcastle,Bristol,"[""UK_EGNT_UK_EGGD""]",162748,168305,173524,174438,170375,167340,164896,186418,201869,245902,244519,250865,238819,111353,44949,42002,40989,,,,,,,
PAS,PAS_CRD,UK_EGLL_UK_EGNM,London,Leeds,"[""UK_EGLL_UK_EGNM""]",160703,148796,132325,118717,,,,,125945,136952,147785,178992,184729,181105,181697,203931,214746,205981,207242,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGLL,Leeds,London,"[""UK_EGNM_UK_EGKK"" ""UK_EGNM_UK_EGLL""]",159293,147416,131103,117849,,,50352,,125787,136388,146826,177447,183672,179311,215724,203142,213249,205324,207597,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGNM,Belfast,Leeds,"[""UK_EGAA_UK_EGNM"" ""UK_EGAC_UK_EGNM""]",159107,150768,156542,131195,151701,164979,154298,166170,180866,189771,195773,192501,199475,120801,93764,76455,81622,56412,85346,,,,,
PAS,PAS_CRD,UK_EGNM_UK_EGAC,Leeds,Belfast,"[""UK_EGNM_UK_EGAA"" ""UK_EGNM_UK_EGAC""]",158964,150351,156002,130618,150342,161475,152536,164408,178218,187395,194289,190802,196947,124607,92629,75703,80981,74392,84519,,,,,
PAS,PAS_CRD,UK_EGGD_ES_GCRR,Bristol,Lanzarote Island,"[""UK_EGGD_ES_GCRR""]",158289,135686,103540,96834,94701,89542,79685,,79803,,,,60486,61150,60921,64900,65935,66585,62654,57788,59262,70966,57556,30289
PAS,PAS_CRD,UK_EGCC_UK_EGNS,Manchester,Castletown,"[""UK_EGCC_UK_EGNS""]",158014,157623,163299,131158,124396,123368,125421,141490,158658,147739,164357,142692,106570,92054,92514,97184,89949,79619,80791,,,,,
PAS,PAS_CRD,UK_EGPH_IT_LIMC,Edinburgh,Milan,"[""UK_EGPH_IT_LIMC""]",157598,113974,112101,99659,99052,90424,85696,82503,88425,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_US_KTPA,London,Tampa,"[""UK_EGKK_US_KTPA""]",156276,158156,149961,155789,160339,150513,117719,123484,121459,124477,123905,126116,146898,145774,122407,101567,119880,151988,115912,81401,,,,
PAS,PAS_CRD,UK_EGBB_ES_GCFV,Birmingham,Fuerteventura Island,"[""UK_EGBB_ES_GCFV""]",156265,124333,113165,112587,93929,101895,75406,,97673,90492,92533,87342,85933,94888,78608,84051,81889,,,45002,,44981,40220,31728
PAS,PAS_CRD,UK_EGPH_CH_LSGG,Edinburgh,Geneva,"[""UK_EGPH_CH_LSGG""]",154823,162353,156408,152913,143419,124745,117677,115838,120529,117426,102448,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_DE_EDDH,Manchester,Hamburg,"[""UK_EGCC_DE_EDDH""]",154769,136140,139983,135266,134192,135498,,,95648,100284,94677,82213,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIME,Manchester,Bergamo,"[""UK_EGCC_IT_LIME""]",154169,147172,118225,114484,102365,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAA_ES_LEAL,Belfast,Alicante,"[""UK_EGAA_ES_LEAL""]",153691,115007,113413,107550,137908,121832,118170,86952,97098,94656,95143,101946,102415,62305,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IS_BIKF,Manchester,Reykjavík,"[""UK_EGCC_IS_BIKF""]",153605,110212,89117,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EL_LGZA,London,EL_LGZA,"[""UK_EGKK_EL_LGZA""]",153071,159235,150756,146867,148543,153373,147353,129203,131804,138865,149095,157382,169997,176054,202571,191969,179823,140915,135946,110014,88108,117282,96470,
PAS,PAS_CRD,UK_EGKK_AG_TAPA,London,St. George,"[""UK_EGKK_AG_TAPA""]",152851,108406,95045,96187,113840,150771,158307,201532,214986,223579,203181,207419,230086,196213,176584,152069,170582,169733,120109,129206,114631,101982,110985,95037
PAS,PAS_CRD,UK_EGCC_IT_LIRA,Manchester,Roma,"[""UK_EGCC_IT_LIRA""]",152418,124768,110004,101722,93651,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPF_FR_LFPG,Glasgow,Paris,"[""UK_EGPF_FR_LFPG""]",152404,110877,98983,138040,125030,119150,113653,132881,119008,,,,,,,,98465,80990,,50286,28951,42471,99292,89555
PAS,PAS_CRD,UK_EGCC_US_KATL,Manchester,Atlanta,"[""UK_EGCC_US_KATL""]",152368,140600,121834,135419,126041,129460,132606,140144,136454,138664,128829,130296,128155,138475,169769,173792,170493,158472,141063,140868,139406,139731,137834,133929
PAS,PAS_CRD,UK_EGCC_CZ_LKPR,Manchester,Prague,"[""UK_EGCC_CZ_LKPR""]",151885,118623,119645,127440,89543,99342,118921,100857,165776,213972,192901,233472,220795,105139,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_ES_LEBL,Bristol,Barcelona,"[""UK_EGGD_ES_LEBL""]",151618,132045,127606,136984,135812,124660,120313,123527,129525,133758,97362,94475,90874,95388,80446,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_HR_LDSP,London,Split,"[""UK_EGKK_HR_LDSP""]",150287,124661,112199,99050,80766,,75436,84032,,104011,102333,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_UK_EGHQ,London,Newquay,"[""UK_EGKK_UK_EGHQ""]",150066,115828,103448,92559,96152,100902,105968,100918,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CO_SKBO,London,Bogota,"[""UK_EGLL_CO_SKBO""]",149723,109427,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_FR_LFPG,Newcastle,Paris,"[""UK_EGNT_FR_LFPG""]",148691,153870,151439,141018,182491,176245,166904,179299,196154,234253,190617,178634,164646,132822,117312,109773,93899,71340,64184,38412,32091,26639,37496,33578
PAS,PAS_CRD,UK_EGCC_CY_LCLK,Manchester,Larnarca,"[""UK_EGCC_CY_LCLK""]",148008,138707,160984,185353,208850,265375,252293,258332,277168,275753,280954,278325,284483,281878,301892,386663,344093,292569,290432,226557,167047,214646,255279,262334
PAS,PAS_CRD,UK_EGAA_ES_LEPA,Belfast,Palma De Mallorca,"[""UK_EGAA_ES_LEPA""]",147410,137405,140500,138363,131272,129711,126545,124541,150828,144313,110970,102942,104698,120559,100394,108440,118662,120833,107898,100898,97841,102369,89178,82759
PAS,PAS_CRD,UK_EGCC_SE_ESSA,Manchester,Stockholm,"[""UK_EGCC_SE_ESSA""]",145293,119770,109141,137664,97358,88610,,,,78021,78908,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPRZ,London,Rzeszów,"[""UK_EGSS_PL_EPRZ""]",144844,140157,115162,113323,114187,112433,104449,107789,128414,124710,112115,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGAC_UK_EGNX,Belfast,Nottingham,"[""UK_EGAA_UK_EGNX"" ""UK_EGAC_UK_EGNX""]",144312,148107,142769,125883,164342,188131,259053,256422,250150,159947,166105,165155,172105,146606,78425,61200,71493,68779,65803,,,,,
PAS,PAS_CRD,UK_EGNX_UK_EGAC,Nottingham,Belfast,"[""UK_EGNX_UK_EGAA"" ""UK_EGNX_UK_EGAC""]",144302,147790,142312,125210,163921,188153,259083,259030,252871,160061,166350,164589,170906,146123,77848,60907,70966,68105,66412,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFRS,London,Nantes,"[""UK_EGKK_FR_LFRS"" ""UK_EGSS_FR_LFRS""]",143931,117807,80554,,,,,,114804,106927,94413,109242,109444,104889,75660,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_BB_TBPB,Manchester,Bridgetown,"[""UK_EGCC_BB_TBPB""]",143677,140426,137643,104673,94302,102478,103421,135736,137884,138186,142106,104350,85340,,,85844,,,,,,,,
PAS,PAS_CRD,UK_EGSH_NL_EHAM,Norwich,Amsterdam,"[""UK_EGSH_NL_EHAM""]",143361,142379,137086,131935,123573,125423,121151,120914,139629,155588,135388,127792,121194,116500,114970,100685,101287,102692,106885,96110,82989,76536,70972,
PAS,PAS_CRD,UK_EGCC_EL_LGRP,Manchester,EL_LGRP,"[""UK_EGCC_EL_LGRP""]",142415,136462,116567,111204,109334,111950,127151,124489,137859,163456,159262,164613,177675,211056,244616,265736,216904,202953,174643,120597,106717,135335,178648,179124
PAS,PAS_CRD,UK_EGGW_RO_LRIA,London,Iaşi,"[""UK_EGGW_RO_LRIA""]",140416,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGD_FR_LFPG,Bristol,Paris,"[""UK_EGGD_FR_LFPG""]",139048,131947,120341,145767,173409,183912,175609,167423,199019,183819,117459,97358,116513,127633,78288,70219,66137,65480,69010,61043,55605,52934,61866,71336
PAS,PAS_CRD,UK_EGBB_TR_LTBA,Birmingham,Istanbul,"[""UK_EGBB_TR_LTBA""]",138778,139442,119061,110090,83990,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_BR_SBGL,London,Rio De Janeiro,"[""UK_EGKK_BR_SBGL"" ""UK_EGLL_BR_SBGL""]",138704,166647,188737,207974,201306,155141,89294,,,,,,,96603,132823,122861,187081,,,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFMT,London,Montpellier/Méditerranée,"[""UK_EGKK_FR_LFMT"" ""UK_EGSS_FR_LFMT""]",138595,117963,110676,108777,108031,97950,82493,77906,,82423,105568,111424,103899,94321,83987,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_ES_LEAM,London,Almería,"[""UK_EGKK_ES_LEAM"" ""UK_EGSS_ES_LEAM""]",138559,91544,86910,85047,80092,81537,87774,89355,207212,271619,315448,359251,112366,104527,96684,83200,,,76763,,,,,
PAS,PAS_CRD,UK_EGCC_US_KLAS,Manchester,Las Vegas,"[""UK_EGCC_US_KLAS""]",138335,113577,97077,90795,91472,76019,,,92163,96289,91237,79575,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_PL_EPKK,Edinburgh,Kraków,"[""UK_EGPH_PL_EPKK""]",138180,117527,109805,114574,111370,104541,99703,90923,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_DE_EDDN,London,Nuremberg,"[""UK_EGKK_DE_EDDN"" ""UK_EGLC_DE_EDDN"" ""UK_EGLL_DE_EDDN"" ""UK_EGSS_DE_EDDN""]",137742,121858,109183,137369,122213,108438,114929,112102,127352,133879,147065,100289,95193,97536,,,,,,,83883,92510,79200,
PAS,PAS_CRD,UK_EGHI_UK_EGJB,Southampton,Saint Peter Port,"[""UK_EGHI_UK_EGJB""]",137134,141811,179819,135345,132340,132908,127748,129936,136025,125439,123917,129480,127952,137234,116148,121914,132543,133727,142077,,,,,
PAS,PAS_CRD,UK_EGLL_IN_VOHS,London,Hyderabad,"[""UK_EGLL_IN_VOHS""]",135936,136114,143357,118150,100348,95966,86829,105519,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_ES_LEMD,Birmingham,Madrid,"[""UK_EGBB_ES_LEMD""]",135905,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_HU_LHBP,Manchester,Budapest,"[""UK_EGCC_HU_LHBP""]",135779,135536,135164,116516,130238,90753,,,,81141,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIML,Manchester,Milan,"[""UK_EGCC_IT_LIMC"" ""UK_EGCC_IT_LIML""]",135251,,,,76985,,,,75751,,125750,174939,131469,104172,92778,98345,90610,105069,,77313,77121,75791,,
PAS,PAS_CRD,UK_EGGW_HU_LHDC,London,Debrecen,"[""UK_EGGW_HU_LHDC""]",135199,108520,93819,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGW_SK_LZKZ,London,Košice,"[""UK_EGGW_SK_LZKZ""]",135116,127734,110202,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_CN_ZGGG,London,Guangzhou,"[""UK_EGLL_CN_ZGGG""]",134854,136498,125940,104249,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KMSP,London,Minneapolis,"[""UK_EGKK_US_KMSP"" ""UK_EGLL_US_KMSP""]",134659,138063,135447,149105,147588,140001,135137,138336,131200,175077,145055,139081,167162,154076,156302,149304,174980,170634,153997,173224,169409,193966,194486,219933
PAS,PAS_CRD,UK_EGLL_AU_YMML,London,Melbourne,"[""UK_EGLL_AU_YMML""]",134547,139556,141842,230969,242901,403827,355318,324349,440406,386608,349680,305539,275133,260033,,,,232811,210498,,,,,
PAS,PAS_CRD,UK_EGFF_NL_EHAM,Cardiff,Amsterdam,"[""UK_EGFF_NL_EHAM""]",134291,129281,123120,116822,112066,121748,125297,135395,193568,226312,218683,166259,163363,146622,134634,125847,123923,102852,96760,87831,73030,61751,56325,45241
PAS,PAS_CRD,UK_EGPH_QA_OTHH,Edinburgh,QA_OTHH,"[""UK_EGPH_QA_OTHH""]",133983,115529,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_US_KEWR,Edinburgh,Newark,"[""UK_EGPH_US_KEWR""]",133650,143414,142526,135048,143250,154907,159740,152656,156039,153444,132935,118276,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGKK_EG_HEGN,London,Hurghada,"[""UK_EGKK_EG_HEGN""]",133420,149689,156495,140607,132609,122828,140682,150007,98800,105758,120724,94386,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGBB_BE_EBBR,Birmingham,Brussel,"[""UK_EGBB_BE_EBBR""]",132995,143725,119772,106959,105050,117496,100050,98157,127953,159832,153987,149758,153950,166242,184655,200549,243125,229773,206804,146414,129845,123714,123065,118270
PAS,PAS_CRD,UK_EGHI_IE_EIDW,Southampton,Dublin,"[""UK_EGHI_IE_EIDW""]",132603,132163,137741,103843,101265,108496,98102,94800,100774,100276,100445,99859,86353,74316,47217,49153,50774,24009,,,,,,
PAS,PAS_CRD,UK_EGKK_DO_MDPC,London,Punta Cana,"[""UK_EGKK_DO_MDPC""]",132532,139339,143676,119689,110242,76066,76785,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPB_UK_EGPH,Lerwick,Edinburgh,"[""UK_EGPB_UK_EGPD"" ""UK_EGPB_UK_EGPH""]",131314,188829,196776,154175,103575,99811,96738,97357,105634,101396,88088,82992,87697,91909,103157,97154,77354,133988,150896,,,,,
PAS,PAS_CRD,UK_EGLL_IN_VOMM,London,Chennai,"[""UK_EGLL_IN_VOMM""]",131092,126878,140367,122703,118101,115118,110012,107185,112698,126552,144446,86158,,,,,75595,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KAUS,London,Austin,"[""UK_EGLL_US_KAUS""]",130614,124495,97539,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_AE_OMAA,Edinburgh,Abu Dhabi,"[""UK_EGPH_AE_OMAA""]",127346,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_CH_LSGG,Liverpool,Geneva,"[""UK_EGGP_CH_LSGG""]",126170,132468,133773,134359,134610,133894,132944,137042,142097,137304,127247,129880,133506,146081,128358,118003,91381,79379,,,,,,
PAS,PAS_CRD,UK_EGSS_FR_LFLS,London,Grenoble/Saint-Geoirs,"[""UK_EGKK_FR_LFLS"" ""UK_EGSS_FR_LFLS""]",125656,122878,131999,148364,142160,138405,134300,151631,236973,199822,210098,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_CH_LSZH,Manchester,Zurich,"[""UK_EGCC_CH_LSZH""]",124497,129701,177319,197091,238543,300672,256411,208498,179042,169946,155522,140891,102114,126589,120654,92010,101333,147179,131844,98796,81835,80744,95812,101337
PAS,PAS_CRD,UK_EGPF_CA_CYYZ,Glasgow,Toronto,"[""UK_EGPF_CA_CYYZ""]",123313,96961,,,89583,83944,77136,,86336,85177,122619,134128,138812,101988,117711,148748,154640,152839,151744,154161,144669,126581,113451,124976
PAS,PAS_CRD,UK_EGBB_CY_LCLK,Birmingham,Larnarca,"[""UK_EGBB_CY_LCLK""]",121834,109929,101349,103021,111843,111598,125018,117205,98175,106101,119830,113175,98717,101601,92747,105631,96832,,,44869,59515,100709,95032,98752
PAS,PAS_CRD,UK_EGCC_HK_VHHH,Manchester,Hong Kong,"[""UK_EGCC_HK_VHHH""]",121625,124172,,,,,,,,,,,,,,,87394,78037,92218,98769,110197,112515,145388,
PAS,PAS_CRD,UK_EGNT_PT_LPFR,Newcastle,Faro,"[""UK_EGNT_PT_LPFR""]",121000,110283,120939,122164,120125,114867,94732,114162,111471,139811,109144,,54775,55363,51349,61625,61739,61765,68846,56500,50848,45823,51177,63472
PAS,PAS_CRD,UK_EGKK_LC_TLPL,London,Vieux Fort,"[""UK_EGKK_LC_TLPL""]",120632,,,,101120,142713,139296,147690,139091,141083,134505,139961,149202,140374,95800,116937,135317,134899,106910,98519,85020,,,
PAS,PAS_CRD,UK_EGLL_US_KBWI,London,Baltimore,"[""UK_EGKK_US_KBWI"" ""UK_EGLL_US_KBWI""]",120460,113531,112870,113595,110268,108552,96948,107628,111049,116709,117723,121822,109797,106566,75382,83525,113645,119730,119138,114137,124938,127918,99020,105861
PAS,PAS_CRD,UK_EGCC_US_KPHL,Manchester,Philadelphia,"[""UK_EGCC_US_KPHL""]",120330,129865,145580,156663,158659,163963,172489,168090,171365,159871,145949,150740,158814,155311,150356,132845,77216,,,,,,,
PAS,PAS_CRD,UK_EGSS_PL_EPBY,London,Bydgoszcz,"[""UK_EGSS_PL_EPBY""]",120188,113907,112686,109008,105163,106257,98899,106218,134780,122270,113309,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGAC,Southampton,Belfast,"[""UK_EGHI_UK_EGAC""]",118460,109825,107689,86443,84893,85992,79732,83202,85693,99123,97442,110516,96510,64010,,24481,24890,29197,27039,,,,,
PAS,PAS_CRD,UK_EGHI_UK_EGNT,Southampton,Newcastle,"[""UK_EGHI_UK_EGNT""]",118282,110124,100198,91268,87664,91361,101744,100047,97378,99440,100930,76366,,,38515,26664,,,,,,,,
PAS,PAS_CRD,UK_EGNJ_NL_EHAM,Grimsby,Amsterdam,"[""UK_EGNJ_NL_EHAM""]",118243,121869,118301,113898,114398,118937,113662,121047,141024,137062,132744,130866,131775,123717,133999,131193,125773,115527,108605,94803,77148,62668,59127,
PAS,PAS_CRD,UK_EGNT_UK_EGHI,Newcastle,Southampton,"[""UK_EGNT_UK_EGHI""]",117707,109479,99501,90951,87041,91471,103363,110382,117368,119485,123327,100078,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_EL_LGZA,Manchester,EL_LGZA,"[""UK_EGCC_EL_LGZA""]",117630,116308,108616,101135,93484,103389,104437,111582,122244,155102,168515,176829,193952,200385,196283,242798,195331,163761,136275,97962,78544,118694,112562,95197
PAS,PAS_CRD,UK_EGAC_UK_EGHI,Belfast,Southampton,"[""UK_EGAC_UK_EGHI""]",117277,108557,106590,85416,84450,86882,80537,83965,86014,100116,97684,111535,97643,62276,20293,24853,25230,22308,27549,,,,,
PAS,PAS_CRD,UK_EGPH_US_KJFK,Edinburgh,New York,"[""UK_EGPH_US_KJFK""]",117128,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_LEIB,Nottingham,Ibiza,"[""UK_EGNX_ES_LEIB""]",116890,101118,116727,125993,80177,67861,61678,78900,,83483,74991,87594,100121,88984,108743,101338,78655,94765,88612,74898,65051,71262,68868,41986
PAS,PAS_CRD,UK_EGSS_UK_EGAE,London,Derry,"[""UK_EGSS_UK_EGAE""]",116748,126306,126792,130532,134312,131160,89999,79891,146624,155488,153524,106390,142735,133102,134475,131198,124338,,,,,,,
PAS,PAS_CRD,UK_EGAE_UK_EGSS,Derry,London,"[""UK_EGAE_UK_EGGW"" ""UK_EGAE_UK_EGSS""]",116737,124892,125975,129685,134224,130953,89170,112533,144792,154373,152415,106219,143380,131628,,,,,,,,,,
PAS,PAS_CRD,UK_EGGP_UK_EGJJ,Liverpool,Saint Helier,"[""UK_EGGP_UK_EGJJ""]",116406,107776,91012,86865,78600,,,53543,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGPH_PT_LPFR,Edinburgh,Faro,"[""UK_EGPH_PT_LPFR""]",115735,99255,103782,100055,79232,84912,,,,79330,,,,,,,,,,,,,,16844
PAS,PAS_CRD,UK_EGLL_CA_CYOW,London,Ottawa,"[""UK_EGLL_CA_CYOW""]",115498,112635,107783,108777,107994,111004,123517,121934,129548,127582,124199,119871,112473,119727,116018,108863,110924,145440,133314,135496,136282,115728,103216,
PAS,PAS_CRD,UK_EGHH_ES_LEPA,Bournemouth,Palma De Mallorca,"[""UK_EGHH_ES_LEPA""]",114694,102794,100284,83453,96899,81440,69488,62245,78997,72225,66189,71670,28565,28178,35803,33662,38437,37388,40175,40115,28534,27391,25700,
PAS,PAS_CRD,UK_EGBB_TR_LTBS,Birmingham,Dalaman,"[""UK_EGBB_TR_LTBS""]",114486,170610,166733,168367,162114,168948,189065,143438,122448,108876,95935,112676,100953,,,,,,,85486,72845,49709,,
PAS,PAS_CRD,UK_EGCC_PT_LPMA,Manchester,Funchal,"[""UK_EGCC_PT_LPMA""]",114354,,,,,,,,79694,80802,,79984,82224,92795,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_CZ_LKTB,London,Brno,"[""UK_EGSS_CZ_LKTB""]",113883,116274,115098,112997,119255,112308,75034,101670,118997,118959,113769,88694,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNX_ES_GCFV,Nottingham,Fuerteventura Island,"[""UK_EGNX_ES_GCFV""]",113589,96213,89171,81433,71318,82499,69723,59873,,,58190,52628,65223,65089,63228,55322,44512,50789,42523,22252,20493,37391,34301,
PAS,PAS_CRD,UK_EGTE_UK_EGCC,Exeter,Manchester,"[""UK_EGTE_UK_EGCC""]",113442,127700,109085,84520,64132,41690,41431,48726,52732,53976,49497,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNT_ES_GCRR,Newcastle,Lanzarote Island,"[""UK_EGNT_ES_GCRR""]",113133,95572,89912,83296,75509,83415,70924,65671,,,,,87237,68956,68368,81960,74220,68627,70663,51449,53839,60557,57724,36710
PAS,PAS_CRD,UK_EGKK_TR_LTFE,London,Bodrum,"[""UK_EGKK_TR_LTFE""]",112479,151055,161454,166914,174271,185095,231317,230909,179470,162866,146353,166585,132529,101724,121862,95971,102215,88300,115987,,,,,
PAS,PAS_CRD,UK_EGSS_IE_EIKY,London,Killarney,"[""UK_EGGW_IE_EIKY"" ""UK_EGSS_IE_EIKY""]",112476,108083,102424,174501,102463,101855,172705,127957,153138,154416,149292,147494,145028,117643,,,,87782,84706,20620,,20131,,
PAS,PAS_CRD,UK_EGCC_UK_EGTE,Manchester,Exeter,"[""UK_EGCC_UK_EGTE""]",112469,126974,108148,83645,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGNM_ES_GCRR,Leeds,Lanzarote Island,"[""UK_EGNM_ES_GCRR""]",112315,113265,122265,104201,81872,66370,43372,53251,52075,,,,39592,40888,37692,45639,45814,40715,34281,,,,,
PAS,PAS_CRD,UK_EGGD_PL_EPKK,Bristol,Kraków,"[""UK_EGGD_PL_EPKK""]",112119,,,76846,78209,,,81651,89565,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_DE_EDSB,London,Baden-Baden,"[""UK_EGSS_DE_EDSB""]",111953,105207,100760,104919,105178,112420,150544,134068,153321,160458,166301,168514,167488,,,,,,,,,,,
PAS,PAS_CRD,UK_EGSS_IT_LICJ,London,Palermo,"[""UK_EGGW_IT_LICJ"" ""UK_EGKK_IT_LICJ"" ""UK_EGSS_IT_LICJ""]",111872,107412,183248,99154,96680,80716,,93412,159021,171178,182987,180706,164806,96854,,,,,,21901,,22113,,31836
PAS,PAS_CRD,UK_EGSS_PL_EPSC,London,Goleniow,"[""UK_EGSS_PL_EPSC""]",111168,98677,,,,,,,82683,,80116,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_ES_LELC,Manchester,San Javier,"[""UK_EGCC_ES_LELC""]",111167,108246,118488,118250,110426,80421,,137522,164046,77849,77092,99967,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGLL_US_KRDU,London,Raleigh/Durham,"[""UK_EGKK_US_KRDU"" ""UK_EGLL_US_KRDU""]",111152,115279,117996,121745,121850,110658,107076,101986,92654,114641,108425,109608,108698,104323,108111,91427,100011,90615,91509,91753,89805,83913,,
PAS,PAS_CRD,UK_EGSH_UK_EG40,Norwich,UK_EG40,"[""UK_EGSH_UK_EG40""]",110889,102945,102217,98118,48250,57139,50931,75609,64571,61482,41721,25395,20473,31872,32011,28333,,30653,35248,,,,,
PAS,PAS_CRD,UK_EGBB_QA_OTHH,Birmingham,QA_OTHH,"[""UK_EGBB_QA_OTHH""]",110585,,,,,,,,,,,,,,,,,,,,,,,
PAS,PAS_CRD,UK_EGCC_IT_LIRF,Manchester,Rome,"[""UK_EGCC_IT_LIRF""]",110225,86162,92526,95546,103432,102614,75914,,,82897,,,79006,76686,,,,,,,101057,92373,,
