unit,tra_meas,tra_cov,schedule-time,geo,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,IE,13671279,12343406,11008505,10212275,9896801,9805857,9602227,10709862,11962397,11768543,10870119,9369537,7744364,:,6595052,6190293,5914618,5596012,5142469,4679380,3802305,3484306,2951614,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,IE,13864517,12549535,11207432,10553161,10232645,10200091,10008488,11349314,12962739,12886645,11990607,10560707,8967610,:,7872738,7316508,6989596,6419042,5831765,5260061,4355741,4094021,3499449,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,IE,188243,200215,192720,334116,328799,387046,398407,626350,978673,1092766,1086875,1157244,1194966,:,1263277,1120304,1069026,821234,684844,576738,551998,607708,546765,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,IE,13621096,12298593,10970042,10179317,9874714,9779088,9575118,10684986,11936546,11736865,10854245,9357435,7737727,:,6595052,6188404,5914618,5595881,5142469,4679380,3799605,3484306,2951614,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,IE,13809339,12498808,11162762,10513433,10203513,10166134,9973525,11311336,12915219,12829631,11941120,10514679,8932693,:,7858329,7308708,6983644,6417115,5827313,5256118,4351603,4092014,3498379,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,IE,15392,40781,45803,64651,69714,76080,92298,103268,135854,149058,147580,197045,129947,:,122878,137191,140454,154503,156463,110597,83765,126416,116699,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,IE,2335944,2126772,1856815,1642237,1454755,1319068,1253300,1352019,1452342,1418432,1241997,1037834,971982,:,698609,815707,828680,729120,593500,522679,246108,416032,390599,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,IE,2351336,2167553,1902618,1706888,1524469,1395148,1345598,1455287,1588196,1567490,1389577,1234879,1101929,:,821487,952898,969134,883623,749963,633276,329873,542448,507298,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,IE,20387,46695,52010,71421,76759,83268,100152,116370,157523,174394,181193,230971,158227,:,137287,143102,146406,156299,160915,114540,85203,128423,117769,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,IE,2386127,2171585,1895278,1675195,1476842,1345837,1280409,1376895,1478193,1450110,1257871,1049936,978619,:,698609,817596,828680,729251,593500,522679,248808,416032,390599,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,IE,2406514,2218280,1947288,1746616,1553601,1429105,1380561,1493265,1635716,1624504,1439064,1280907,1136846,:,835896,960698,975086,885550,754415,637219,334011,544455,508368,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,IE,45,193,314,995,1718,2187,2824,3817,5846,3867,6469,9173,9554,:,7961,8073,7318,11162,:,9259,9718,8956,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,IE,66040,58250,50039,44228,41720,96181,333301,591819,793386,805956,759699,591524,506481,:,515339,550913,549245,520719,:,412802,394268,364987,:,:
PAS,PAS_CRD_ARR,NAT,TOT,IE,66085,58443,50353,45223,43438,98368,336125,595636,799232,809823,766168,600697,516035,:,523300,558986,556563,531881,:,422061,403986,373943,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,IE,208675,247103,245044,406532,407276,472501,501383,746537,1142042,1271027,1274537,1397388,1362747,:,1408525,1271479,1222750,988695,845759,700537,646919,745087,664534,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,IE,16073263,14528428,12915359,11898740,11393276,11221106,11188828,12653700,14208125,13992931,12871815,10998895,9222827,:,7809000,7556913,7292543,6845851,5735969,5614861,4442681,4265325,3342213,:
PAS,PAS_CRD_ARR,TOTAL,TOT,IE,16281938,14775531,13160403,12305272,11800552,11693607,11690211,13400237,15350167,15263958,14146352,12396283,10585574,:,9217525,8828392,8515293,7834546,6581728,6315398,5089600,5010412,4006747,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,IS,80094,68533,62341,53692,54776,36610,37115,37884,137572,128758,115836,124992,93994,106011,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,IS,3323172,2354192,1864699,1546657,1310929,1188221,976440,874177,984627,1098551,1021789,925086,848951,670421,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,IS,3403266,2422725,1927040,1600349,1365705,1224831,1013555,912061,1122199,1227309,1137625,1050078,942945,776432,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,IS,0,0,0,0,0,0,0,:,:,0,0,1562,891,461,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,IS,0,0,0,0,0,0,0,:,:,0,0,42,91,147,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,IS,0,0,0,0,0,0,0,:,:,0,0,1604,982,608,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,IS,80094,68533,62341,53692,54776,36610,37115,37884,137572,128758,115836,126554,94885,106472,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,IS,3323172,2354192,1864699,1546657,1310929,1188221,976440,874177,984627,1098551,1021789,925128,849042,670568,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,IS,3403266,2422725,1927040,1600349,1365705,1224831,1013555,912061,1122199,1227309,1137625,1051682,943927,777040,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,IT,1573686,1690519,2127008,2351518,2799125,2846626,3426084,3440336,4041391,4334158,4254844,4372963,4499029,4085938,3777329,2959146,:,:,3293305,3110193,2924375,3026224,2753194,2268714
PAS,PAS_CRD_ARR,INTL,SCHED,IT,50444275,47202290,43727786,40955822,39984222,39260248,36099212,33183872,34370042,34449977,30363932,27056784,23915774,20574057,17433855,16534154,:,:,14802380,13664878,12718978,11546433,10603688,9554572
PAS,PAS_CRD_ARR,INTL,TOT,IT,52017961,48892809,45854794,43307340,42783347,42106874,39525296,36624208,38411433,38784135,34618776,31429747,28414803,24659995,21284475,19493300,:,:,18095685,16775071,15643353,14572657,13356882,11823286
PAS,PAS_CRD_ARR,INTL,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,73291,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,IT,1151789,1127696,1100959,1172229,1320652,1608545,1596708,1666838,2092952,2344311,2447619,2529669,2514444,2412824,2284035,1739660,:,:,2116227,1918488,1856991,2166041,2054061,1639464
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,IT,38478249,35796069,32815205,30685808,30445063,30170532,27417538,25613944,26524073,26851720,23679269,20998750,18612361,16009263,13092483,11998726,:,:,10732418,9407386,8677465,7800263,7197183,6401545
PAS,PAS_CRD_ARR,INTL_IEU,TOT,IT,39630038,36923765,33916164,31858037,31765715,31779077,29014246,27280782,28617025,29196031,26126888,23528419,21126805,18422087,15439733,13738386,:,:,12848645,11325874,10534456,9966304,9251244,8041009
PAS,PAS_CRD_ARR,INTL_IEU,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,63215,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,IT,1144659,1122717,1091484,1160854,1308796,1581356,1576146,1652139,2080237,2326240,2428526,2509470,2501483,2402197,2279303,1736187,:,:,2111000,1913434,1851673,2163208,2052683,1639056
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,IT,38365575,35675487,32718824,30626716,30390058,30112925,27365052,25578414,26476958,26813484,23653728,20977343,18604767,16002182,13087225,11992625,:,:,10710802,9389312,8660385,7785450,7186224,6394719
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,IT,39510234,36798204,33810308,31787570,31698854,31694281,28941198,27230553,28557195,29139724,26082254,23486813,21106250,18404379,15429743,13728812,:,:,12821802,11302746,10512058,9948658,9238907,8033775
PAS,PAS_CRD_ARR,INTL_IEU27,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,63215,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,IT,421897,562823,1026049,1179289,1478473,1238081,1829376,1773498,1948439,1989847,1807225,1843294,1984585,1673114,1493293,1219486,:,:,1177078,1191705,1067384,860183,699133,629250
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,IT,11966026,11406221,10912581,10270014,9539159,9089716,8681674,7569928,7845969,7598257,6684663,6058034,5303413,4564794,4341372,4535428,:,:,4069962,4257492,4041513,3746170,3406505,3153027
PAS,PAS_CRD_ARR,INTL_XEU,TOT,IT,12387923,11969044,11938630,11449303,11017632,10327797,10511050,9343426,9794408,9588104,8491888,7901328,7287998,6237908,5844742,5754914,:,:,5247040,5449197,5108897,4606353,4105638,3782277
PAS,PAS_CRD_ARR,INTL_XEU,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10076,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,IT,429027,567802,1035524,1190664,1490329,1265270,1849938,1788197,1961154,2007918,1826318,1863493,1997546,1683741,1498026,1222959,:,:,1182305,1196759,1072702,863016,700511,629658
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,IT,12078700,11526803,11008962,10329106,9594164,9147323,8734160,7605458,7893084,7636493,6710204,6079441,5311007,4571875,4346630,4541529,:,:,4091578,4275566,4058593,3760983,3417464,3159853
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,IT,12507727,12094605,12044486,11519770,11084493,10412593,10584098,9393655,9854238,9644411,8536522,7942934,7308553,6255616,5854732,5764488,:,:,5273883,5472325,5131295,4623999,4117975,3789511
PAS,PAS_CRD_ARR,INTL_XEU27,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10076,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,IT,136721,122661,173168,135858,155556,145910,176063,254041,264111,283540,235108,248924,863178,225323,203178,122079,:,:,0,147140,147693,140457,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,IT,29878039,29245256,28758611,28167062,29941161,31624100,29541860,27863164,27594073,28250768,25354461,23777203,22925497,23070970,20438352,17740355,:,:,0,19621847,16899345,15240348,:,:
PAS,PAS_CRD_ARR,NAT,TOT,IT,30014760,29367917,28931779,28302920,30096717,31770010,29717923,28117205,27858184,28534308,25589569,24026127,23788675,23296293,20642820,17862434,:,:,0,19768987,17047038,15380805,:,:
PAS,PAS_CRD_ARR,NAT,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1290,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,IT,1710407,1813180,2300176,2487376,2954681,2992536,3602147,3694377,4305502,4617698,4489952,4621887,5362207,4311261,3980507,3081225,:,:,3293305,3257333,3072068,3166681,2753194,2268714
PAS,PAS_CRD_ARR,TOTAL,SCHED,IT,80322314,76447546,72486397,69122884,69925383,70884348,65641072,61047036,61964115,62700745,55718393,50833987,46841271,43645027,37872207,34274509,:,:,14802380,33286725,29618323,26786781,10603688,9554572
PAS,PAS_CRD_ARR,TOTAL,TOT,IT,82032721,78260726,74786573,71610260,72880064,73876884,69243219,64741413,66269617,67318443,60208345,55455874,52203478,47956288,41927295,37355734,:,:,18095685,36544058,32690391,29953462,13356882,11823286
PAS,PAS_CRD_ARR,TOTAL,UNK,IT,:,:,:,:,:,:,:,:,:,:,:,:,:,:,74581,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,LT,205601,182505,195210,158591,127918,123840,132091,165797,212249,169237,132778,99467,83081,48374,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,LT,2191940,1927870,1702141,1576979,1448287,1217279,999776,761755,1060622,925935,760024,611546,409966,313237,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,LT,2397541,2110375,1897351,1735570,1576205,1341119,1131867,927552,1272871,1095172,892802,711013,493047,361611,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,LT,101073,75782,83947,73332,61698,42125,29271,52917,59512,58722,43176,28254,21628,13156,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,LT,1753084,1544268,1380624,1320683,1257655,1106410,927143,709109,959547,831039,706209,568282,385998,286195,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,LT,1854157,1620050,1464571,1394015,1319353,1148535,956414,762026,1019059,889761,749385,596536,407626,299351,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,LT,101061,75685,81647,70984,60133,42117,28814,51310,58014,57134,41335,27247,20226,11881,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,LT,1753084,1544268,1380624,1320683,1257655,1106410,927143,709109,959547,831039,705734,568282,385998,286195,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,LT,1854145,1619953,1462271,1391667,1317788,1148527,955957,760419,1017561,888173,747069,595529,406224,298076,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,LT,104528,106723,111263,85259,66220,81715,102820,112880,152737,110515,89602,71213,61453,35218,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,LT,438856,383602,321517,256296,190632,110869,72633,52646,101075,94896,53815,43264,23968,27042,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,LT,543384,490325,432780,341555,256852,192584,175453,165526,253812,205411,143417,114477,85421,62260,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,LT,104540,106820,113563,87607,67785,81723,103277,114487,154235,112103,91443,72220,62855,36493,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,LT,438856,383602,321517,256296,190632,110869,72633,52646,101075,94896,54290,43264,23968,27042,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,LT,543396,490422,435080,343903,258417,192592,175910,167133,255310,206999,145733,115484,86823,63535,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,LT,382,244,211,105,72,16,191,91,105,289,161,548,193,12,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,LT,0,0,1,0,0,0,0,34,5,0,571,2133,892,293,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,LT,382,244,212,105,72,16,191,125,110,289,732,2681,1085,305,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,LT,205983,182749,195421,158696,127990,123856,132282,165888,212354,169526,132939,100015,83274,48386,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,LT,2191940,1927870,1702142,1576979,1448287,1217279,999776,761789,1060627,925935,760595,613679,410858,313530,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,LT,2397923,2110619,1897563,1735675,1576277,1341135,1132058,927677,1272981,1095461,893534,713694,494132,361916,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,LU,343716,197826,153375,104117,38391,25312,7487,7322,11593,15737,16696,24867,14742,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,LU,1140181,1120268,1055978,973282,904807,892952,791483,756355,840437,796400,777369,740221,736451,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,LU,1483897,1318094,1209353,1077399,943198,918264,798970,763677,852030,812137,794065,765088,751193,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,LU,310065,157393,121186,91448,34555,19509,3046,1793,4744,3685,4081,11498,5960,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,LU,1027403,978211,886700,805451,726462,735658,627543,599157,686213,663591,672511,650682,658350,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,LU,1337468,1135604,1007886,896899,761017,755167,630589,600950,690957,667276,676592,662180,664310,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,LU,310055,157248,121182,91360,34542,19345,3046,1789,4575,3685,3934,11373,5960,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,LU,1023952,976614,885105,803781,726257,735593,627124,598033,685004,662701,671550,649829,657561,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,LU,1334007,1133862,1006287,895141,760799,754938,630170,599822,689579,666386,675484,661202,663521,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,LU,33651,40433,32189,12669,3836,5803,4441,5529,6849,12052,12615,13369,8782,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,LU,112778,142057,169278,167831,178345,157294,163940,157198,154224,132809,104858,89539,78101,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,LU,146429,182490,201467,180500,182181,163097,168381,162727,161073,144861,117473,102908,86883,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,LU,33661,40578,32193,12757,3849,5967,4441,5533,7018,12052,12762,13494,8782,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,LU,116229,143654,170873,169501,178550,157359,164359,158322,155433,133699,105819,90392,78890,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,LU,149890,184232,203066,182258,182399,163326,168800,163855,162451,145751,118581,103886,87672,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,LU,0,0,27,350,3,159,182,5,427,0,0,0,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,LU,633,513,578,1050,670,405,740,332,82,0,227,0,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,LU,633,513,605,1400,673,564,922,337,509,0,227,0,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,LU,343716,197826,153402,104467,38394,25471,7669,7327,12020,15737,16696,24867,14742,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,LU,1140814,1120781,1056556,974332,905477,893357,792223,756687,840519,796400,777596,740221,736451,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,LU,1484530,1318607,1209958,1078799,943871,918828,799892,764014,852539,812137,794292,765088,751193,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,LV,90659,100285,106452,101693,75678,47612,59729,64326,111657,111793,76908,59466,46282,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,LV,2607239,2475520,2297443,2286796,2300072,2491596,2249896,1947774,1704679,1453096,1160761,875694,477967,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,LV,2697898,2575805,2403895,2388489,2375750,2539208,2309625,2012100,1816336,1564889,1237669,935160,524249,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,LV,59927,44911,49866,45855,32902,23397,21368,25457,40287,36768,27041,19506,12850,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,LV,1907427,1845376,1664892,1602142,1609969,1794186,1657897,1509957,1328001,1159468,968957,766591,426814,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,LV,1967354,1890287,1714758,1647997,1642871,1817583,1679265,1535414,1368288,1196236,995998,786097,439664,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,LV,59884,44653,49576,45855,32713,21686,20107,24246,38311,35490,26715,19487,12846,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,LV,1899866,1838730,1661968,1598902,1609969,1794186,1657897,1509957,1328001,1159468,968957,766591,426814,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,TOT,LV,1959750,1883383,1711544,1644757,1642682,1815872,1678004,1534203,1366312,1194958,995672,786078,439660,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,N_SCHED,LV,30732,55374,56586,55838,42776,24215,38361,38869,71370,75025,49867,39960,33432,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,SCHED,LV,699812,630144,632551,684654,690103,697410,591999,437817,376678,293628,191804,109103,51153,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU,TOT,LV,730544,685518,689137,740492,732879,721625,630360,476686,448048,368653,241671,149063,84585,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,N_SCHED,LV,30775,55632,56876,55838,42965,25926,39622,40080,73346,76303,50193,39979,33436,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,SCHED,LV,707373,636790,635475,687894,690103,697410,591999,437817,376678,293628,191804,109103,51153,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_XEU27,TOT,LV,738148,692422,692351,743732,733068,723336,631621,477897,450024,369931,241997,149082,84589,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,LV,657,4,0,7,112,9,4,4,20336,9272,887,245,73,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,LV,290,169,143,271,212,305,285,134,184,227,233,50,0,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,LV,947,173,143,278,324,314,289,138,20520,9499,1120,295,73,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,LV,91316,100289,106452,101700,75790,47621,59733,64330,131993,121065,77795,59711,46355,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,LV,2607529,2475689,2297586,2287067,2300284,2491901,2250181,1947908,1704863,1453323,1160994,875744,477967,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,LV,2698845,2575978,2404038,2388767,2376074,2539522,2309914,2012238,1836856,1574388,1238789,935455,524322,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,ME,256751,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,ME,665392,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,ME,922143,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,ME,70,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,ME,70,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,ME,256751,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,ME,665462,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,ME,922213,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,MK,26013,51940,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,MK,787703,664985,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,MK,813716,716925,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,N_SCHED,MK,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,SCHED,MK,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,NAT,TOT,MK,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,N_SCHED,MK,26013,51940,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,SCHED,MK,787703,664985,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,TOTAL,TOT,MK,813716,716925,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,N_SCHED,MT,104633,138315,150196,146907,159520,167212,136044,156573,230737,308396,286710,353293,377320,333401,344857,387038,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,SCHED,MT,2437292,2172171,1994003,1869170,1664472,1577661,1510697,1300306,1321130,1177356,1058952,1020143,998413,968095,951833,1028885,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL,TOT,MT,2541925,2310486,2144199,2016077,1823992,1744873,1646741,1456879,1551867,1485752,1345662,1373436,1375733,1301496,1296690,1415923,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,N_SCHED,MT,85750,112332,121534,115809,129283,128909,120241,150976,219035,287299,267712,332013,364870,324871,340910,378938,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,SCHED,MT,2239756,1982586,1791390,1651365,1491623,1450093,1364415,1184341,1196044,1062797,942639,902199,860346,831069,809167,844204,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU,TOT,MT,2325506,2094918,1912924,1767174,1620906,1579002,1484656,1335317,1415079,1350096,1210351,1234212,1225216,1155940,1150077,1223142,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,N_SCHED,MT,83783,110460,119931,113780,127827,127169,118032,148592,217243,285580,266483,330680,364316,324695,340863,378805,:,:,:,:,:,:,:,:
PAS,PAS_CRD_ARR,INTL_IEU27,SCHED,MT,2239756,1982586,1791390,1651365,1491623,1450093,1364415,1184341,1196044,1062797,942639,902065,860346,831069,809167,844204,:,:,:,:,:,:,:,:
