unit,tra_meas,airp_pr,2017M06,2017M05,2017M04,2017M03,2017M02,2017M01,2016M12,2016M11,2016M10,2016M09,2016M08,2016M07,2016M06,2016M05,2016M04,2016M03,2016M02,2016M01,2015M12,2015M11,2015M10,2015M09,2015M08,2015M07,2015M06,2015M05,2015M04,2015M03,2015M02,2015M01,2014M12,2014M11,2014M10,2014M09,2014M08,2014M07,2014M06,2014M05,2014M04,2014M03,2014M02,2014M01,2013M12,2013M11,2013M10,2013M09,2013M08,2013M07,2013M06,2013M05,2013M04,2013M03,2013M02,2013M01,2012M12,2012M11,2012M10,2012M09,2012M08,2012M07,2012M06,2012M05,2012M04,2012M03,2012M02,2012M01,2011M12,2011M11,2011M10,2011M09,2011M08,2011M07,2011M06,2011M05,2011M04,2011M03,2011M02,2011M01,2010M12,2010M11,2010M10,2010M09,2010M08,2010M07,2010M06,2010M05,2010M04,2010M03,2010M02,2010M01,2009M12,2009M11,2009M10,2009M09,2009M08,2009M07,2009M06,2009M05,2009M04,2009M03,2009M02,2009M01,2008M12,2008M11,2008M10,2008M09,2008M08,2008M07,2008M06,2008M05,2008M04,2008M03,2008M02,2008M01,2007M12,2007M11,2007M10,2007M09,2007M08,2007M07,2007M06,2007M05,2007M04,2007M03,2007M02,2007M01,2006M12,2006M11,2006M10,2006M09,2006M08,2006M07,2006M06,2006M05,2006M04,2006M03,2006M02,2006M01,2005M12,2005M11,2005M10,2005M09,2005M08,2005M07,2005M06,2005M05,2005M04,2005M03,2005M02,2005M01,2004M12,2004M11,2004M10,2004M09,2004M08,2004M07,2004M06,2004M05,2004M04,2004M03,2004M02,2004M01,2003M12,2003M11,2003M10,2003M09,2003M08,2003M07,2003M06,2003M05,2003M04,2003M03,2003M02,2003M01,2002M12,2002M11,2002M10,2002M09,2002M08,2002M07,2002M06,2002M05,2002M04,2002M03,2002M02,2002M01
PAS,PAS_CRD,NO_ENBN_NO_ENST,:,:,:,:,:,:,1395,1609,1845,1725,1475,1548,1848,1855,1760,1481,1440,1239,1342,1646,1689,1608,1405,1476,1717,1489,1673,1768,1332,1091,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1288,1435,1537,1508,1220,1674,1662,1327,1637,1267,1428,1033,1323,1425,1610,1436,1228,1559,1538,1586,1220,1526,1136,1220,1208,1387,1470,1313,1194,2001,1401,1423,1437,1438,1097,1004,1144,1363,1177,1359,1347,435,399,1320,1364,1037,1335,996,1115,1202,1367,1105,1201,1316,1448,1210,1234,1431,1252,984,1338,1461,1757,1583,1429,2000,1694,1546,1402,1372,1339,1074,1308,1233,1514,1415,1252,1347,1529,1202,1336,1115,1229,1135
PAS,PAS_CRD,NO_ENBN_NO_ENVA,:,:,:,:,:,:,4412,4785,4786,4655,4445,5723,5221,4779,4305,4528,4278,3508,4076,4382,4383,4304,3983,4071,4428,4429,3994,4563,3876,3531,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4961,5037,5594,5196,5278,6261,5593,5395,5453,4816,5007,4822,4749,5988,6064,5020,5392,5681,5373,5756,4694,5154,4339,4568,4256,4685,4960,4478,5010,4973,5646,5331,4422,5262,3930,4020,4183,4628,4812,4591,5283,1991,1058,4161,4043,3659,4258,3091,3722,3857,4503,3549,4131,4075,4507,3933,3844,4089,3550,3457,3406,3741,4369,3815,4181,4497,4725,4181,3576,3644,3375,3644,3292,3066,3674,3701,4034,4297,3553,3419,3542,3038,3332,3768
PAS,PAS_CRD,NO_ENBO_NO_ENAN,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1573,1652,1938,1643,1801,1773,1886,1920,1855,1758,1791,1471,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1685,1571,1912,1556,1720,1937,2083,1542,1689,1913,1617,1559,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBO_NO_ENBN,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1495,1857,2073,1848,1457,1583,1917,1816,2207,1651,1998,1571,1657,2094,2159,1839,1579,1901,2053,2214,1714,2194,1855,1844,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBO_NO_ENBR,:,:,:,:,:,:,2314,1537,2854,2706,3793,4472,3543,2954,2134,2729,2262,2020,2784,2928,3136,2792,3842,4591,3754,3479,2460,2774,1912,1762,2131,2239,2455,2481,3368,4186,3579,2855,2872,2679,2078,2260,2296,2267,2801,2652,3282,4671,2191,948,1219,1687,1133,1077,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBO_NO_ENEV,4325,4041,3841,3193,2582,2932,2861,2933,2648,2906,2482,2132,2757,2549,2452,2683,2762,2540,2628,2807,2946,2641,2067,1055,2806,2471,2562,3228,2485,2366,2125,2410,2948,2738,2082,1907,2482,2180,2293,2738,2527,2528,1967,2697,3023,2797,2526,2458,2585,2357,2580,2837,2444,2796,1970,2889,2845,2404,2301,2251,2515,2894,2417,3265,3106,2673,2221,2834,2817,2798,2667,2101,2663,2803,2370,3235,3015,2929,2390,2827,2781,2875,2275,1745,2434,2375,2041,3325,3000,2335,2208,2981,3220,3025,2696,2431,3051,2710,2425,2390,2703,2368,1670,1864,2442,2323,1682,1325,2305,2192,2613,2238,2934,2366,1959,2752,2951,2440,2500,2474,2585,2543,2221,2883,2587,2754,2305,2925,2972,2989,2527,2420,3270,3080,2702,4516,4252,3433,3327,3851,3873,3963,3255,788,948,3740,3806,3412,3623,2966,3694,3367,4248,3569,2875,2251,4313,3652,3748,4814,3951,4030,3886,4625,5154,4328,4251,4293,5024,4515,4251,2772,2541,2460,2450,2825,2740,2468,2600,3069,2383,2245,2447,1897,2211,2115
PAS,PAS_CRD,NO_ENBO_NO_ENGM,84777,72636,64124,67807,55573,52198,54997,60239,68170,74812,82201,87297,83465,72244,61986,61152,55067,47207,51229,59134,66018,67574,73788,83068,77195,67375,60300,58966,46722,45059,48402,55324,65471,65824,72339,83375,78033,64337,61346,60198,49550,49027,51899,57318,62426,63266,70176,79734,71070,66612,61674,57126,51135,47359,48794,57342,63061,62009,69556,79738,66664,67164,51565,58602,49443,47419,47454,54736,61614,61456,69788,74624,70446,65360,54135,57633,44686,43270,45145,52208,59420,57426,66710,70212,65773,55000,36747,49762,42746,39564,40405,46879,52038,52189,57731,66971,63335,51763,48198,48581,38886,37200,39342,42318,52993,54050,57075,69529,66962,55409,53628,51198,42526,41972,42771,49068,56644,54080,64463,71888,64044,57791,46890,51398,39294,40083,40796,45760,50175,47529,61513,66588,59085,52341,40145,47523,36144,36965,38812,42596,46280,45154,53533,22435,11875,48479,41286,35925,35421,28202,34108,34589,43476,33900,50032,58252,55701,40886,36973,38858,32761,30223,32086,37733,39574,38415,45860,51484,46975,38765,33976,36362,29210,28061,28970,32653,36589,37957,42162,50898,42675,38390,35403,36123,32574,31394
PAS,PAS_CRD,NO_ENBO_NO_ENLK,10436,9387,8439,10351,8344,7916,7508,8263,9068,9184,10104,10143,10032,9007,8601,9053,8184,6827,7338,7885,8590,8811,8733,9804,9040,7473,7443,9035,6840,6937,6691,7246,8807,8576,8965,9442,9337,8192,8090,8842,7137,7259,6804,7413,8477,8186,9183,9438,9343,10813,13835,8286,7188,7337,6799,7740,8472,8434,9015,10144,7617,8622,7142,8383,6960,6991,6707,7830,8375,8205,8365,8973,8194,8161,6930,7851,6504,6481,6330,7284,8049,8174,8188,8696,8882,6628,5361,8121,6626,6261,6263,7287,8189,7891,8225,8726,8560,7015,6934,7402,5943,5765,5964,6581,7583,7530,7109,8356,8320,6630,6939,6634,6297,6293,6270,6847,7988,7132,7683,8565,8068,7571,7146,7525,6054,5831,5929,6766,7635,7169,7208,8712,7682,7225,5794,7070,5907,5891,5995,6392,7027,6871,6271,2579,1672,6640,6113,5790,5473,4665,5767,5505,6866,6075,6582,7101,7528,6358,5782,7088,6143,5491,5170,6196,6963,6115,6328,7054,6940,6534,5818,6763,5350,5217,5342,6496,7238,7153,7068,7733,6805,6614,6203,6029,5396,5758
PAS,PAS_CRD,NO_ENBO_NO_ENNK,:,:,:,:,:,:,1886,2527,2718,2567,1834,1078,2251,2053,2464,2266,2067,2043,1967,2868,2473,2515,1912,1112,2197,2133,2124,2634,2019,2080,1875,2570,2868,2526,1873,1198,2351,2209,2429,2767,2193,2288,1746,2538,2969,2963,2121,1284,2585,2135,2771,2771,2741,2479,2145,3462,3362,2829,2183,1292,2662,2921,2171,3523,3007,2601,2164,3072,3210,2788,2319,1255,2561,2758,2265,3223,2795,2508,2191,2821,3224,3079,2386,1147,3170,2728,2274,3301,2912,2666,2526,3193,3531,2980,2322,1275,3199,2843,2598,3300,2864,2418,2039,2744,2933,2924,2069,1108,2805,3017,3070,2594,3008,2554,2313,3320,3409,2989,2400,1222,2530,2585,2198,3109,2794,2703,1914,2981,2922,2502,1736,861,2449,2080,1858,1569,1028,1258,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,564,1645,1812,1996,1280,650,1586,1606,1417,2950,2778,2672,2202,3187,3493,3058,2269,1654,2818,2823,3223,2869,2680,2822
PAS,PAS_CRD,NO_ENBO_NO_ENRA,4177,4191,3547,6144,5003,4642,4203,6065,6236,6095,5466,4812,5901,5610,5554,5031,4989,4864,4681,5913,6435,6033,5365,4732,5929,5198,4944,5616,3860,4159,4148,5510,6370,5647,4977,4453,5643,5485,5250,5565,4852,5217,3652,4903,5898,6054,5308,4558,5362,4575,5012,4653,4267,4735,4222,5637,5496,5516,5043,4831,5241,5321,4502,5113,4935,4862,4479,5521,6099,5847,5082,4214,5267,5774,4474,5348,4854,4284,4293,5683,5728,6112,4752,3900,5656,4582,4034,5361,4940,4228,3967,5193,5203,5323,4533,3833,5434,4593,4285,5054,4281,3951,2996,3654,4380,4343,3115,2628,4223,2976,4420,3517,3716,3619,3240,4444,4463,4187,3364,2577,4107,3884,3305,4080,3653,3246,2918,3924,4002,3556,3405,2305,3678,3748,3169,3921,3295,2785,2612,3611,3534,3521,2806,616,941,3275,3814,2946,3116,2401,2187,3118,3626,2864,2757,1732,3511,2779,2863,3360,3063,3062,2554,3588,3699,3643,2698,2119,3429,3237,3364,3278,3051,2568,2678,3855,4143,3550,2629,2093,3282,3110,3456,3133,3041,3252
PAS,PAS_CRD,NO_ENBO_NO_ENRY,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3003,2940,4697,6174,4314,3288,1512,3097,2622,2214,2531,2470,2629,2773,3497,3353,3264,3397,3161,3597,5042,3960,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBO_NO_ENSH,8057,7295,6696,8359,5810,5674,5266,6130,6575,6983,7484,7964,7692,6834,6855,6647,5151,4998,4936,5938,6386,6531,7608,7355,7292,6591,6155,7415,5143,4881,4713,5552,6169,6184,6910,6428,7161,6281,5961,6661,5304,5109,4644,5319,6147,6522,6808,7332,6995,1077,:,6598,5459,5104,4840,5836,6150,6361,7373,7035,7418,6681,5455,7114,5389,5255,5054,5718,6471,6510,7228,7248,7407,6883,5942,6975,4859,4567,4686,5613,5945,6272,6956,6948,7623,5370,4311,6261,4701,4250,4461,5421,5806,6638,7357,6774,7287,6028,5855,6393,4267,4227,4445,4886,5845,5923,6246,6179,7043,5200,6629,5631,4639,4739,4474,6161,6049,6421,7344,7242,7890,6451,5787,7327,4848,4827,4482,5355,6268,4679,6543,5106,6857,5769,5343,6286,4454,4440,4084,4878,5427,5758,5784,2115,1682,5639,6488,4908,4280,3540,4342,4546,5575,4609,6211,5705,7122,5125,4858,6503,4501,4092,3796,4771,5588,5493,5855,5446,6071,5311,5024,6747,4714,3884,4268,4977,5418,6143,5689,6362,6720,5467,5871,6025,4643,4107
PAS,PAS_CRD,NO_ENBO_NO_ENSK,6062,6397,5827,8525,7146,6779,6524,7621,7657,7491,6010,4652,7079,7051,7458,6698,6862,6663,6246,7287,7546,7269,6010,4799,7252,7073,7070,8189,6600,6584,5931,7176,8026,7632,6133,4506,7020,7094,6767,7927,7112,6854,5861,7474,8279,7794,6947,5989,7598,6515,7712,7166,7121,7349,6222,8665,8301,7461,6841,6462,6954,8190,6969,8583,8295,7764,6686,8777,8472,8163,6927,5536,8063,8260,6676,8185,7484,6969,6924,8555,8490,8182,7003,5970,5715,7269,6066,7909,7248,6736,6817,7909,8284,7761,6938,6157,7908,7478,7208,7871,7241,6770,5820,6664,7628,7478,5833,5807,7404,7268,6605,6419,7454,7003,5842,7586,7546,6566,6198,5392,6899,6867,5849,7387,6636,6545,6009,7227,7801,6743,6094,5210,6904,6677,5560,7230,6110,5757,5573,6523,6339,6704,5394,1665,1529,5966,6598,5297,6342,5184,5306,5610,7125,5709,5858,5162,6682,5823,5999,7138,6662,6038,5117,6642,7542,6983,5609,5076,6222,6933,6058,6888,6413,5669,5432,7295,8125,7192,5809,5042,6545,6295,7288,6201,6405,5997
PAS,PAS_CRD,NO_ENBO_NO_ENST,2858,2666,2593,5013,4460,4178,4064,4412,5110,5041,4506,4557,4686,4590,4653,4403,4003,3522,3910,4675,4874,4610,4338,4196,4767,4361,4401,4651,3696,2815,3536,4585,4401,4707,4072,3117,3954,4212,4049,4486,3766,3265,3438,4690,5110,4166,4404,4032,4714,3688,4708,4399,3803,4390,3614,4648,4986,4630,3789,3969,3729,4719,3897,4449,4561,3783,3505,4592,4517,4415,4130,3951,4195,4344,3692,4397,3963,3465,3381,4591,4554,4320,4142,3845,4998,4024,3383,4583,4038,3538,3239,4134,4644,4594,3857,3942,4472,4259,3639,4351,4075,3257,2334,3310,3875,3349,2507,2776,3065,2699,3387,2843,3383,2745,2622,3427,3784,3174,2645,2942,3314,3441,2765,3164,2754,2741,2261,3123,3135,2778,2627,2368,3096,2837,2418,2971,2368,2345,2280,2934,2597,2820,2214,776,737,2779,2946,2171,2917,2366,2110,2630,2871,2312,2297,2211,2770,2402,2358,2792,2605,2355,2143,2868,3074,2734,2375,2333,2717,2697,2568,3016,2779,2618,2265,2972,3210,3215,2482,2620,2923,2689,3141,2456,2591,2587
PAS,PAS_CRD,NO_ENBO_NO_ENTC,11104,10970,10038,13746,11682,12074,10024,13238,14268,13490,9303,6219,12142,12540,12356,11189,12503,11154,9942,13974,14438,13112,9543,6810,12880,11289,11393,13730,11292,10604,9484,13512,14403,13194,9257,7408,11817,11536,11987,12847,11540,10900,9148,12694,13577,12939,9061,6627,11589,11192,13183,11473,11669,11887,9866,14139,15629,13809,11815,8070,11882,13965,11927,15423,13529,12342,11392,14838,14776,15270,10066,8036,12183,13422,11294,13028,11720,10883,10282,14371,14433,14148,9650,7171,12525,11830,9318,13349,12572,10811,10223,13320,13776,12488,10236,7808,11971,12340,11608,16482,17608,16190,16730,19513,21582,20790,17364,15358,21289,18305,19755,18098,17676,15771,14832,19483,20148,18366,15911,14787,19462,18946,16786,19252,16431,15951,15029,18524,19726,17429,16069,13748,18904,17736,15126,18891,16181,14952,14349,18014,18121,17910,15427,5078,4232,17774,17544,13688,15247,13239,14249,15343,18172,15178,15757,13486,18614,15423,14882,17731,15049,13996,11828,16653,18225,16111,15039,13234,16884,16329,15044,17464,15023,14320,12809,16794,18760,17660,15440,14116,16344,15511,16989,14142,14196,13280
PAS,PAS_CRD,NO_ENBO_NO_ENVA,14868,12828,10703,15032,11914,10879,10094,13390,14570,14388,12762,10591,14748,12923,12748,11906,12586,10791,9776,13364,14033,13694,11847,9029,14084,12319,11717,14278,11174,10456,10112,12598,14314,13659,10735,9026,14273,12171,11433,12245,10723,10198,9405,11955,14262,12975,10367,8953,13192,11957,12784,12089,12263,11254,9748,13246,15404,14412,14314,11273,14468,15568,13043,15044,12056,11756,11318,14810,15954,14724,12260,10125,14386,15443,12670,14322,11184,10539,10046,12573,14224,13121,11923,10235,14450,12966,9256,13169,11512,10061,10709,12656,14641,13222,13422,12240,15278,13136,12466,14725,14948,13677,15912,17186,21657,20240,20123,20459,25033,19174,19981,19274,17758,16569,15889,18955,21119,18625,19841,20918,22734,20423,18328,19380,15156,16287,15594,18101,20263,18165,20395,21325,22467,19459,16902,19913,15490,15149,16078,17828,19155,18694,20383,8181,4539,19754,17431,14966,14744,12420,14663,15931,19919,17058,20114,20586,23199,18180,17562,18864,15763,14938,13642,17709,20291,18583,21245,22308,22076,18954,17346,17535,14666,14939,13874,16915,20156,18939,21408,23729,21490,18050,17433,16426,15629,15178
PAS,PAS_CRD,NO_ENBR_DE_EDDF,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8578,10310,14485,15235,16437,19240,15431,9746,9007,8899,8294,7082,5293,6016,10169,9590,10007,11280,8748,10143,9264,8333,7054,7129,7926,7839,9264,8676,13012,16052,12862,12527,12917,8510,6591,6252,6307,5126,6320,7994,9611,11075,8806,7892,5007,5727,4057,4241,4616,4539,5413,4994,5731,7247,6353,6510,5839,5776,4758,5092,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBR_DK_EKCH,47422,38730,35282,29528,24730,23752,29004,28178,44764,48216,54800,56299,53339,47330,37005,35004,24447,25563,31240,32044,42083,46066,51696,53434,49636,39467,35080,33480,25878,25497,31095,31417,35734,37784,42555,47239,44388,37426,35889,29012,22575,21652,24503,27368,32295,33610,35099,39391,37124,34539,30164,27870,21589,21747,23260,28968,32295,35841,36394,42091,39389,36092,31016,28540,24179,22009,25190,26434,31079,35015,38262,43524,39645,33361,28076,25435,19835,17962,22782,23693,30588,31141,36067,40102,36690,31887,18739,23229,17981,15680,16949,20146,24058,26077,30407,33572,31708,27426,25166,21306,18166,17699,19668,22851,29266,30269,33123,37980,34229,25338,25282,26449,23323,18602,18621,18621,23717,26668,32475,35535,33142,26942,21486,21456,17784,16703,19578,20409,23426,25174,32894,34806,31156,26030,23109,20799,18449,14726,17071,18613,24076,25864,30586,12457,6044,24806,19837,18263,17095,13142,17787,18551,27910,26604,33034,38684,36361,30076,26798,23003,19801,14795,17227,22427,25921,26269,33425,38436,32221,28704,23246,19987,17414,14613,16517,18952,26680,30077,36548,48528,34450,29336,25509,21989,17305,16056
PAS,PAS_CRD,NO_ENBR_ES_GCLP,:,:,:,10209,10212,10014,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9396,10644,5531,1386,2361,4513,3302,2739,8175,12065,10876,11756,11611,14230,9264,2769,4028,7072,3915,3051,7228,13437,11477,12297,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7858,8150,3228,:,234,1254,705,:,2779,9355,8778,10144,7836,7025,3976,:,272,1245,450,:,2887,8047,7665,10275,6039,7482,3861,390,516,2369,1412,577,2484,7088,6808,6654,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6977,6317,3582,738,929,377,359,719,3371,5668,6524,6321,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBR_ES_LEAL,:,:,:,:,:,:,3841,4638,8226,6913,7723,10763,7676,5730,5986,7200,4511,4171,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
PAS,PAS_CRD,NO_ENBR_NL_EHAM,31525,30448,28273,26132,22485,23602,24169,22570,27173,27783,31019,33695,28854,27588,24405,23689,20779,20581,22230,20721,26830,28811,30764,33810,30221,28094,24789,23748,21347,20438,22144,20887,24576,24764,27488,31023,27267,24259,23886,23152,20730,19563,19038,17884,21021,21200,23104,25681,22815,22576,22617,24149,19375,19046,20694,20248,24585,24585,26134,30930,25104,23497,23968,24657,20036,18482,17981,18943,22625,21882,22694,25037,22515,20334,19488,19592,17803,17996,16630,18161,22784,21783,20492,22868,23580,19917,14476,19951,14856,14397,15023,16231,24570,24668,23870,27406,26219,25036,24558,21544,16818,16506,18048,18547,23775,25100,23802,26976,26223,18736,20957,21036,15460,14909,17306,17502,21178,22223,21196,24874,23042,20819,20057,19117,12356,11556,13808,16907,20130,19145,19337,23499,20688,17674,17434,14579,11379,11809,12503,13080,17703,17650,18574,7849,4260,18584,16133,14451,12202,10035,11599,11254,15013,13838,15547,18781,16763,14387,13972,14019,11270,10502,11462,12370,15041,14021,15201,16315,10163,7570,8241,13104,9921,9479,10128,10009,13999,15474,17428,19527,17146,15251,12817,11970,9143,9083
PAS,PAS_CRD,NO_ENBR_NO_ENAL,11809,10734,9671,9882,9327,8164,8678,9659,12279,11664,10353,9884,12331,10755,10166,10425,9929,8648,9562,10551,11966,11207,11014,9219,11648,11127,10682,11619,10122,9658,9696,11151,12049,10781,10554,9533,11761,10555,10830,8938,8478,8652,8838,11062,12596,12250,10851,8397,11245,11181,11054,10740,10601,10187,9736,10922,13261,12674,10798,8367,11531,13490,11727,12857,12249,11647,12026,12326,10733,10439,9559,7406,9569,9726,8565,10715,9048,8645,8463,9591,10665,10254,9766,8740,10896,9006,6628,9944,8636,8301,8256,9855,10525,9644,9249,8594,10211,9306,8946,11226,9312,8844,8461,10256,11245,10907,10707,10529,11582,9137,12112,10618,11493,10580,10297,11620,12882,11783,11202,9759,11882,12081,10251,10741,9697,9357,9576,10676,11472,10360,9692,8724,10307,10532,8727,10006,9382,8715,9484,9557,10653,9250,8926,2860,2006,10062,9013,7616,8359,7045,9009,8407,10496,8712,8868,8924,9880,8553,8299,9779,8894,7653,8273,9767,10904,9461,9824,8726,9850,10019,8743,9445,8373,7808,8239,9267,10439,9079,9625,9379,9515,9864,9383,8731,8535,8311
PAS,PAS_CRD,NO_ENBR_NO_ENCN,13068,11868,11159,11294,9720,9863,10313,10806,12558,12180,11880,11988,12424,11978,10841,11313,10602,10471,11751,13014,14060,13416,13884,14309,14103,13721,12081,13174,11365,11333,11611,13082,14811,13589,13796,14959,16054,13899,12925,13695,12193,12644,11940,13978,17969,17771,16811,17702,17434,16048,15589,14496,14905,14053,13503,15459,17762,16100,16440,17158,17422,17265,13763,14881,13086,12831,12938,13332,15495,14902,13199,10448,12625,13067,10889,12055,10043,9923,11129,11571,13275,12553,11820,10764,9921,10894,7354,11236,9957,8895,9827,11933,11828,11211,10559,10538,12787,11078,10635,10962,9534,9113,8688,10932,12311,11918,10757,10949,12952,9603,12511,10681,10977,9023,9856,11743,12786,11777,10736,11027,13272,11854,9825,10205,8747,8452,9612,11068,11799,10851,10254,10555,11986,11338,9154,10395,8877,8347,9523,9269,10183,9450,9331,3557,2194,9576,9158,7622,7679,7436,8396,8506,9399,7731,9152,9876,10603,8447,8194,9460,8600,8300,8314,9188,10494,9244,9032,10010,10380,9447,9035,8921,8370,8451,7756,9443,10517,9845,10593,11190,10368,8797,9387,8935,8480,8283
PAS,PAS_CRD,NO_ENBR_NO_ENFL,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4918,5537,5351,5890,5341,4424,5767,4984,3664,5492,4630,4429,4524,5137,5327,4934,4237,4065,5336,4899,4581,4976,4385,4411,3257,4109,4333,4798,3791,3438,4098,3538,4592,3113,3834,3771,3366,3904,3667,4433,4370,3607,4852,4870,3843,4069,3292,4344,2958,4105,3735,3783,4045,3052,4310,4322,3254,4008,3231,3425,3545,3675,3532,4206,4458,1504,1263,4580,4607,3170,3491,3169,3119,3697,4402,3130,3973,3348,3786,3564,3157,3545,3646,3114,3044,3986,4170,4316,3037,3443,3981,3702,2538,4123,4026,4226,3971,4524,5251,4647,4404,3451,4746,4687,4498,3976,4270,4281
